id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
6349,Leslie,Evans,CC,949255926,1986-06-04,2024-08-15,ELITE,822,East William,South Dakota,ACTIVO,OFICINA
6350,Eric,Fowler,CC,979590405,1971-08-26,2024-12-03,ELITE,549,Allisonside,New York,ACTIVO,WEB
6351,Terrance,Martinez,CE,642755636,1989-11-13,2024-09-29,PREMIUM,548,Davidfurt,Virginia,ACTIVO,APP
6352,Amber,Clark,CE,482958735,1998-11-29,2024-09-02,ELITE,650,Harrisville,Massachusetts,ACTIVO,APP
6353,Valerie,Moore,CC,577013252,2007-06-22,2024-02-08,PREMIUM,568,North Terribury,Colorado,INACTIVO,APP
6354,Jaime,Olson,CE,222698413,2008-04-04,2024-06-18,ESTANDAR,747,North Tonya,New Jersey,INACTIVO,WEB
6355,Madeline,,CC,198242791,1988-05-20,2024-11-10,ELITE,382,Robinsonmouth,Ohio,INACTIVO,OFICINA
6356,Benjamin,Harrington,CC,192723469,1992-12-07,2024-04-11,ELITE,840,Kimchester,Kansas,ACTIVO,APP
6357,Levi,Smith,CC,482122923,2002-01-14,2024-10-20,ELITE,706,Whiteburgh,Mississippi,ACTIVO,WEB
6358,Allison,Brooks,CC,534838974,2010-10-09,2024-08-30,PREMIUM,638,Kennethhaven,Oklahoma,,WEB
6359,Dana,Roy,CE,714529897,1978-11-26,2024-06-05,ELITE,379,North Margaretbury,South Dakota,INACTIVO,APP
6360,Elizabeth,Mccarty,CC,366208477,1992-04-19,2024-12-25,ELITE,394,Codyfurt,Idaho,INACTIVO,APP
6361,David,Murray,CC,563380531,2015-01-03,2024-09-21,BASICO,558,South Jacqueline,Indiana,ACTIVO,APP
6362,Kathleen,Brown,CE,398592371,1997-02-24,2024-09-13,BASICO,421,Grahammouth,Iowa,INACTIVO,APP
6363,Sarah,Heath,CC,352805657,1977-12-20,2024-12-23,BASICO,423,Amandaland,Arizona,INACTIVO,WEB
6364,Jessica,Parker,,802463540,2001-06-09,2024-12-08,ELITE,834,South Cynthia,Kansas,ACTIVO,OFICINA
6365,James,Smith,CE,782278764,1979-03-03,2024-05-02,BASICO,588,South Elizabeth,Arkansas,INACTIVO,OFICINA
6366,William,Navarro,CE,898212636,2019-03-30,2024-02-16,ESTANDAR,761,New Raymond,Minnesota,INACTIVO,
6367,David,Cook,CE,385373458,1985-12-18,2024-11-27,BASICO,391,East Williamville,Arkansas,ACTIVO,OFICINA
6368,Pamela,Reese,CC,968762414,2001-07-26,2024-01-10,ELITE,323,New Ericamouth,South Carolina,INACTIVO,WEB
6369,Brian,Murray,CE,169184278,1992-03-26,2024-05-23,,406,East Thomasberg,Iowa,ACTIVO,WEB
6370,Riley,Fletcher,CE,602704745,1985-01-02,2024-10-25,BASICO,351,Gregorychester,Wisconsin,ACTIVO,WEB
6371,Cynthia,Thompson,CC,894251230,1995-11-09,2024-05-31,BASICO,593,Lucaschester,Kansas,INACTIVO,OFICINA
6372,Margaret,Bates,CC,476981812,1987-06-11,2024-05-15,ESTANDAR,599,Ryanfort,Virginia,ACTIVO,WEB
6373,Dylan,Schneider,CC,587853794,1970-06-20,2024-03-15,ESTANDAR,644,East Donaldshire,Virginia,INACTIVO,WEB
6374,Nathan,King,CC,822330463,1977-09-10,2024-12-26,PREMIUM,681,Staffordshire,South Dakota,INACTIVO,APP
6375,Patrick,,,493101497,1989-02-23,2024-01-26,ELITE,493,North Justin,Delaware,ACTIVO,APP
6376,Timothy,Cooper,CE,726258180,2002-09-16,2024-01-07,ESTANDAR,735,Port Eric,Texas,INACTIVO,OFICINA
6377,Maria,Diaz,CE,348198416,1980-12-05,2024-03-19,ESTANDAR,684,Patrickport,Montana,ACTIVO,APP
6378,Jacqueline,Fields,CE,139610527,1972-04-06,2024-01-15,ESTANDAR,671,Burtonmouth,,INACTIVO,APP
6379,Karen,Foster,CC,704101477,1996-12-27,2024-07-25,ELITE,619,Williamsside,Rhode Island,ACTIVO,APP
6380,Andrew,Reed,CC,647848953,2015-03-19,2024-03-29,PREMIUM,538,South Erikport,North Dakota,ACTIVO,WEB
6381,Carolyn,Nguyen,CC,556926463,2018-09-27,2024-04-06,ELITE,691,Thompsonbury,Massachusetts,ACTIVO,APP
6382,Kendra,Drake,CE,904368563,1988-08-12,2024-08-03,BASICO,584,Lisastad,Iowa,ACTIVO,OFICINA
6383,Paul,Cox,CE,415627539,2018-09-17,2024-09-15,PREMIUM,312,North John,New Mexico,ACTIVO,WEB
6384,Christopher,Barrett,CC,759486319,1984-01-24,2024-11-24,BASICO,684,Barnettton,Maine,ACTIVO,OFICINA
6385,Phyllis,Joseph,CE,199414647,2017-09-12,2024-10-13,ESTANDAR,840,Timberg,Georgia,ACTIVO,OFICINA
6386,Stephanie,Miller,CC,688267201,2004-03-14,2024-03-15,,592,North Taylor,Minnesota,ACTIVO,OFICINA
6387,David,Knox,CE,101433043,1990-08-30,2024-08-29,BASICO,556,Rachelville,Oregon,INACTIVO,OFICINA
6388,Louis,Mccullough,CE,129077102,1986-03-01,2024-01-17,PREMIUM,407,Lake Denisechester,New Mexico,INACTIVO,OFICINA
6389,Aaron,Davis,CE,643507968,2007-12-08,2024-06-25,BASICO,482,South Allison,West Virginia,INACTIVO,APP
6390,Julie,Morgan,CC,777877817,2014-12-02,2024-09-15,BASICO,666,Lake Erica,Rhode Island,INACTIVO,APP
6391,Emily,Castillo,CE,161521116,2010-12-06,2024-05-02,ESTANDAR,833,North Alexander,Missouri,INACTIVO,OFICINA
6392,Amy,Tran,CE,158477266,1996-11-25,2024-11-06,BASICO,822,Sarahport,Wyoming,INACTIVO,
6393,Shawn,Sandoval,CC,135495143,1987-03-20,2024-04-20,BASICO,584,East Matthewton,Idaho,,APP
6394,Michael,Schroeder,CE,482226181,2003-05-21,2024-09-12,ESTANDAR,558,South Jenna,North Carolina,INACTIVO,OFICINA
6395,John,Weber,CC,730968934,1973-11-06,2024-08-21,PREMIUM,472,North James,Wyoming,ACTIVO,APP
6396,Jessica,Tate,CC,324029045,1996-06-23,2024-12-21,,629,Philipland,Maine,INACTIVO,OFICINA
6397,Vincent,Stewart,CC,901657453,2018-02-16,2024-02-09,BASICO,751,Chenborough,South Dakota,INACTIVO,OFICINA
6398,Michelle,,CC,112099015,1994-01-02,2024-05-01,,770,Lake Alexanderville,Ohio,INACTIVO,WEB
6399,Lauren,Watts,CC,492374359,1991-09-11,2024-08-02,ESTANDAR,380,Stevechester,Iowa,INACTIVO,OFICINA
6400,Steven,Carney,,237436179,1974-05-26,2024-10-22,ESTANDAR,620,Lake Veronica,California,ACTIVO,WEB
6401,Marie,Johnson,CC,808015093,1993-08-31,2024-10-12,BASICO,740,Port Thomasside,Montana,ACTIVO,OFICINA
6402,Richard,Beard,CC,176712068,1992-10-08,2024-10-07,ELITE,698,,Wyoming,INACTIVO,WEB
6403,Tammy,Arias,CC,194209960,2001-11-20,2024-01-07,PREMIUM,487,North Laurabury,Minnesota,INACTIVO,APP
6404,James,Wheeler,CC,273985575,1998-11-26,2024-04-01,ELITE,737,East Chaseburgh,Wyoming,ACTIVO,OFICINA
6405,,Thompson,,767194401,1997-07-16,2024-12-26,ESTANDAR,747,Barbaraberg,New Mexico,ACTIVO,APP
6406,Michael,Mccoy,CC,627899515,1987-02-11,2024-05-02,ELITE,769,Jessicaview,Ohio,ACTIVO,WEB
6407,Joseph,Gonzalez,CE,815599055,1974-08-11,2024-12-02,,839,North Heatherside,Maryland,INACTIVO,WEB
6408,Brittany,Frederick,CC,972181548,2002-02-08,2024-04-05,ELITE,760,Davidside,Missouri,ACTIVO,WEB
6409,Lisa,Fitzgerald,CE,552447430,1990-12-25,2024-01-01,,814,Tylerton,Hawaii,ACTIVO,WEB
6410,Linda,Brandt,,752628559,2005-10-27,2024-03-31,ELITE,536,New Leahtown,Ohio,ACTIVO,APP
6411,Mary,Ortiz,CC,474014534,2005-12-29,2024-01-07,ESTANDAR,480,Thomasport,Montana,ACTIVO,WEB
6412,Zachary,Sandoval,CE,511221146,2000-10-23,2024-04-29,BASICO,709,Bondton,Illinois,ACTIVO,OFICINA
6413,Tara,Snyder,CC,256853837,2013-01-31,2024-12-15,BASICO,815,Jonathanhaven,New Hampshire,ACTIVO,WEB
6414,Stacey,Baker,CE,513459533,1978-10-29,2024-05-08,ELITE,371,Figueroastad,Indiana,INACTIVO,APP
6415,,Perez,CC,616635819,1984-11-24,2024-06-27,ESTANDAR,481,New Kathleenland,Wisconsin,INACTIVO,APP
6416,Christina,Hansen,CE,764092960,1996-11-22,2024-04-07,ESTANDAR,403,New Johnathanmouth,Arkansas,ACTIVO,OFICINA
6417,Craig,Austin,CC,290240288,1990-03-18,2024-02-12,ESTANDAR,571,,Ohio,ACTIVO,APP
6418,Gary,Contreras,CC,998998059,2005-03-21,2024-07-01,BASICO,586,Lake Emilyville,Nevada,ACTIVO,WEB
6419,Jennifer,Simon,CE,471281683,1984-03-12,2024-07-03,ESTANDAR,386,West Yolandaborough,Indiana,INACTIVO,OFICINA
6420,David,West,CC,470150388,2015-08-06,2024-02-22,ELITE,685,New Jonathanbury,Indiana,INACTIVO,OFICINA
6421,Charles,Soto,CC,140495982,1995-07-04,2024-08-15,BASICO,372,New Elizabeth,Maryland,INACTIVO,APP
6422,Katherine,Lee,CC,560600739,1982-05-31,2024-06-09,ESTANDAR,609,East Johnland,Virginia,INACTIVO,OFICINA
6423,Kathleen,Rodgers,CC,375066886,2017-09-17,2024-08-22,,742,Myersville,New Mexico,ACTIVO,WEB
6424,Brandi,Werner,CC,430941599,2009-11-12,2024-12-23,BASICO,535,Lynchborough,Idaho,INACTIVO,WEB
6425,Brian,Lewis,CC,496277698,1974-06-30,2024-07-18,ESTANDAR,529,Tonyfurt,New Mexico,ACTIVO,APP
6426,Kelly,Jacobs,CE,460234972,2013-08-08,2024-01-01,PREMIUM,553,Michealmouth,Utah,ACTIVO,WEB
6427,Nicholas,Martinez,CE,646822679,1999-02-11,2024-01-14,ELITE,654,West Nicholas,Georgia,ACTIVO,WEB
6428,James,,CE,321141061,1979-01-11,2024-07-31,,794,East Christopher,Missouri,ACTIVO,APP
6429,Diana,Perkins,CC,646244463,2018-08-24,2024-10-03,BASICO,709,Port Christopher,Idaho,ACTIVO,WEB
6430,Benjamin,Flores,,410733927,1980-12-10,2024-02-03,ESTANDAR,498,Jenkinstown,Missouri,ACTIVO,APP
6431,Daniel,Gomez,CC,971653078,1970-01-15,2024-12-26,ELITE,728,North Traceyside,Idaho,ACTIVO,APP
6432,Justin,Gordon,CC,652035381,2010-10-13,2024-09-26,ELITE,774,East Michael,Hawaii,ACTIVO,APP
6433,Robert,Miller,CC,687217701,1974-08-02,2024-06-16,ELITE,641,,Oklahoma,INACTIVO,OFICINA
6434,Kristopher,Mcknight,,322628169,1983-12-18,2024-06-18,PREMIUM,773,New Danaland,Wyoming,ACTIVO,WEB
6435,Angela,Doyle,CE,815948879,2018-11-29,2024-03-22,ESTANDAR,696,Christophermouth,New Hampshire,INACTIVO,WEB
6436,Patrick,Jones,CC,745520586,1990-02-28,2024-11-11,ESTANDAR,725,Victoriamouth,South Dakota,,WEB
6437,Jeffrey,Mcintosh,CE,681629215,1986-04-24,2024-05-16,ESTANDAR,344,Anneborough,Hawaii,ACTIVO,APP
6438,Michael,Smith,CC,439327020,1981-07-12,2024-08-20,PREMIUM,642,Kimberlyside,Georgia,ACTIVO,APP
6439,Steven,Davis,CE,247090236,2013-03-12,2024-04-24,BASICO,316,Port Shanestad,Montana,ACTIVO,WEB
6440,Russell,Meadows,CE,707541445,2017-07-12,2024-09-08,PREMIUM,518,Wilsonfort,Utah,ACTIVO,WEB
6441,Linda,Andrews,CE,494839255,2019-06-22,2024-10-15,BASICO,490,Ashleyville,Arizona,INACTIVO,WEB
6442,Sarah,Taylor,CE,152024800,1975-09-15,2024-02-18,PREMIUM,690,Youngstad,,ACTIVO,WEB
6443,Diane,Graham,CE,458294836,2019-06-23,2024-01-04,ESTANDAR,738,Timothyfurt,Wisconsin,INACTIVO,OFICINA
6444,Matthew,Johnson,,499620991,1981-05-21,2024-06-24,ESTANDAR,796,,Nevada,ACTIVO,APP
6445,Joseph,Wilkerson,CC,364383922,2015-05-16,2024-09-28,ESTANDAR,393,West Jasonland,North Dakota,INACTIVO,OFICINA
6446,Wendy,Johnson,,790202955,1977-08-14,2024-01-26,PREMIUM,394,Smithport,South Carolina,INACTIVO,WEB
6447,Clarence,Koch,CC,767505335,1981-03-24,2024-03-10,ELITE,381,Rochachester,South Dakota,INACTIVO,APP
6448,Kevin,Burke,CE,135499173,2002-01-14,2024-10-19,PREMIUM,639,,Michigan,ACTIVO,OFICINA
6449,Christopher,Lawson,CC,149547581,2012-07-04,2024-08-21,BASICO,659,East Sandra,Alaska,INACTIVO,OFICINA
6450,Donna,Patrick,CE,228679185,1970-04-08,2024-08-18,PREMIUM,411,New Danielfurt,Mississippi,INACTIVO,APP
6451,Jay,Fletcher,CE,931356286,1995-12-19,2024-09-19,BASICO,602,Riveraland,Kentucky,ACTIVO,OFICINA
6452,Jeremy,Anderson,CC,815696492,1979-06-27,2024-10-12,PREMIUM,350,Lake Annamouth,South Dakota,ACTIVO,WEB
6453,Robert,,CE,279874918,1974-11-23,2024-03-14,ELITE,580,Collierfurt,New York,ACTIVO,OFICINA
6454,Kevin,Cooper,CE,352482495,1991-04-04,2024-04-30,ELITE,412,Lake Alanchester,West Virginia,INACTIVO,OFICINA
6455,David,Lewis,CE,113178358,1971-11-15,2024-01-06,ESTANDAR,335,Rachelchester,Oklahoma,ACTIVO,WEB
6456,Robert,Knight,CC,282286156,2014-01-22,2024-01-24,ELITE,377,West Catherineland,Kansas,ACTIVO,WEB
6457,Christopher,Mckenzie,CE,461742708,1973-02-06,2024-07-12,PREMIUM,839,Martinview,,INACTIVO,OFICINA
6458,Ronald,Gordon,CC,307330919,2003-09-19,2024-06-16,ELITE,344,Martinezbury,Kentucky,ACTIVO,WEB
6459,William,Adams,CE,830990493,1986-02-03,2024-12-06,ESTANDAR,603,Carlashire,Colorado,ACTIVO,APP
6460,,,CE,243180020,2005-10-12,2024-07-28,PREMIUM,691,New Patriciafurt,West Virginia,ACTIVO,APP
6461,Michelle,Wilson,CC,311134256,2010-01-24,2024-05-12,BASICO,314,Taylorfort,Ohio,ACTIVO,WEB
6462,Antonio,Burton,CE,539385256,2013-02-22,2024-12-10,PREMIUM,466,Jeremiahmouth,Colorado,INACTIVO,WEB
6463,Jesse,Berg,CE,415678323,2017-09-16,2024-10-18,,362,Katherinefort,Hawaii,ACTIVO,APP
6464,Tara,Marshall,,310228876,2000-04-10,2024-06-22,ELITE,502,Georgeborough,Wyoming,INACTIVO,APP
6465,Ronald,Davenport,CE,545087137,1972-05-04,2024-05-30,ELITE,456,Lake Amyport,West Virginia,ACTIVO,OFICINA
6466,Deborah,Williams,CC,356945507,1985-09-17,2024-03-28,PREMIUM,814,Lake Nicoleville,Rhode Island,INACTIVO,OFICINA
6467,Melissa,Alexander,CC,135930236,1975-07-20,2024-10-27,,577,South Robertmouth,Delaware,INACTIVO,OFICINA
6468,Jessica,Burke,CC,642421528,1984-09-09,2024-09-22,BASICO,400,Ericberg,Colorado,ACTIVO,OFICINA
6469,Michael,Murphy,CE,455052225,1976-12-25,2024-11-05,BASICO,468,Port Kayla,West Virginia,ACTIVO,APP
6470,Greg,Coleman,CC,181790847,1989-05-30,2024-03-10,BASICO,831,Whiteside,New Mexico,ACTIVO,APP
6471,Robert,Wong,CC,641894243,2015-07-07,2024-07-23,PREMIUM,702,Davisfort,Massachusetts,INACTIVO,APP
6472,Susan,Sheppard,CE,896337668,2016-03-13,2024-12-06,ELITE,440,Port Christopherview,Mississippi,INACTIVO,WEB
6473,Lisa,Holland,CC,886465298,2002-12-22,2024-02-01,BASICO,646,New Jeffmouth,Illinois,ACTIVO,APP
6474,Anne,,CE,151617449,1972-11-02,2024-02-12,PREMIUM,492,North Geoffreymouth,,INACTIVO,WEB
6475,Jerome,Wang,CE,775158801,1986-10-06,2024-04-27,PREMIUM,451,Jessicafurt,Florida,ACTIVO,WEB
6476,Stephen,Anderson,CE,911874424,2009-11-30,2024-01-15,PREMIUM,685,,West Virginia,ACTIVO,WEB
6477,Nathan,Holland,CE,755469599,2012-12-15,2024-11-17,BASICO,507,Cannonton,,ACTIVO,OFICINA
6478,,Graham,CC,292762516,2014-03-21,2024-04-24,BASICO,848,New Dustinville,South Carolina,ACTIVO,WEB
6479,Guy,Schroeder,,363276297,2002-01-05,2024-12-02,PREMIUM,687,Anthonyside,New Mexico,INACTIVO,APP
6480,,Bishop,CC,830633252,2003-01-02,2024-01-20,,377,South Donnachester,Michigan,ACTIVO,APP
6481,Bryan,Wilkinson,CC,209862576,1974-11-03,2024-06-26,PREMIUM,471,Port David,New Hampshire,INACTIVO,APP
6482,Brandy,Mcknight,CC,224540086,1982-11-22,2024-09-18,ELITE,636,Alexanderland,Alaska,ACTIVO,APP
6483,Gina,Mcintyre,CE,719196048,1992-11-14,2024-03-19,,730,West Brandyshire,Massachusetts,ACTIVO,APP
6484,Philip,Torres,CC,915275272,1973-06-10,2024-04-29,ESTANDAR,788,,Delaware,INACTIVO,APP
6485,Sara,Munoz,CC,831314263,1997-10-09,2024-01-26,ESTANDAR,405,New Amandastad,Alabama,INACTIVO,WEB
6486,Kimberly,Dodson,CC,919330509,1984-08-26,2024-01-22,BASICO,508,Lake Stevenburgh,New Mexico,ACTIVO,APP
6487,Jonathan,Davidson,CE,634059053,2009-01-19,2024-07-19,ELITE,647,South Christophertown,Idaho,ACTIVO,WEB
6488,David,Miller,CE,830454948,1972-01-20,2024-03-04,ESTANDAR,651,Donaldmouth,Nevada,INACTIVO,OFICINA
6489,Matthew,Foster,CC,376985362,2016-10-18,2024-08-01,PREMIUM,347,Rossberg,Florida,INACTIVO,APP
6490,Dustin,Dawson,CE,563674814,1987-07-27,2024-11-09,PREMIUM,545,Coreyborough,Texas,INACTIVO,OFICINA
6491,Jeffrey,Gilbert,CC,419088347,1989-01-11,2024-10-19,BASICO,330,Burnschester,Virginia,ACTIVO,OFICINA
6492,Jeffrey,Rodriguez,CC,549951661,2003-10-03,2024-03-18,BASICO,774,Watsonchester,Colorado,ACTIVO,OFICINA
6493,Donald,Wilson,CE,624112616,1974-09-10,2024-08-03,ESTANDAR,776,Byrdside,Iowa,ACTIVO,APP
6494,Sydney,Moore,CE,977151837,2004-12-25,2024-08-11,PREMIUM,556,Kimberlyshire,Virginia,ACTIVO,WEB
6495,Xavier,Henry,CC,124662982,1992-09-30,2024-01-28,BASICO,425,North Jocelyn,Colorado,INACTIVO,
6496,Christopher,Rodriguez,CC,388201465,1999-03-23,2024-10-31,BASICO,518,Lake Markburgh,,INACTIVO,APP
6497,Justin,Fernandez,CE,467498009,2012-02-08,2024-07-19,ELITE,544,,Oklahoma,INACTIVO,WEB
6498,Barbara,Price,CC,576779239,2011-12-21,2024-03-07,,779,Mccartymouth,Louisiana,INACTIVO,OFICINA
6499,Michael,Colon,CE,245683501,2008-01-04,2024-12-24,BASICO,742,Olsenmouth,Rhode Island,INACTIVO,APP
6500,Andrew,Berry,CC,596602997,2015-05-24,2024-05-05,ESTANDAR,800,Stevenview,Rhode Island,INACTIVO,WEB
6501,Amy,Finley,CE,418600699,1982-11-28,2024-12-14,PREMIUM,526,Chandlerport,Kentucky,ACTIVO,WEB
6502,Michael,Fleming,CC,154788653,1999-03-14,2024-07-13,ESTANDAR,554,Collinsstad,Alabama,ACTIVO,APP
6503,Donna,Rogers,CC,938504973,2013-02-17,2024-06-22,BASICO,369,East Zacharyhaven,Massachusetts,INACTIVO,OFICINA
6504,Jennifer,Michael,CE,455121748,2003-09-26,2024-03-27,ELITE,754,North Linda,Montana,INACTIVO,
6505,Leslie,Edwards,CC,821551166,2010-01-21,2024-12-08,ESTANDAR,301,Frazierstad,Indiana,ACTIVO,OFICINA
6506,Joanna,Salazar,CC,962552903,2018-05-07,2024-11-06,ESTANDAR,794,North Traci,Nevada,INACTIVO,APP
6507,Patrick,Williams,CE,381567234,1980-02-27,2024-06-02,PREMIUM,624,Port Amandatown,New Jersey,ACTIVO,WEB
6508,Andrew,Wright,CC,967771419,1970-12-05,2024-07-28,ELITE,702,Huertaton,Maryland,ACTIVO,WEB
6509,Dave,Malone,CC,740296316,1988-07-06,2024-01-13,ESTANDAR,428,Coxville,Minnesota,INACTIVO,WEB
6510,John,Garner,CC,923976092,1981-09-15,2024-06-12,ELITE,782,Raymondberg,Colorado,INACTIVO,WEB
6511,Jeffrey,Morris,CE,530512982,2001-06-18,2024-09-11,BASICO,445,Port Molly,Massachusetts,ACTIVO,WEB
6512,Tanya,Dixon,CE,690096273,2019-05-24,2024-03-04,ELITE,395,North Sarah,Montana,ACTIVO,APP
6513,Jacob,Boyd,CE,817682594,1988-07-07,2024-11-02,BASICO,800,Shieldsland,Arkansas,INACTIVO,APP
6514,Marvin,Terry,CC,675417676,1994-03-10,2024-03-16,PREMIUM,755,Harveyshire,New Mexico,,
6515,Jeremiah,Oconnor,CC,836637614,2009-04-24,2024-01-22,PREMIUM,703,Mariehaven,Arizona,,OFICINA
6516,Brenda,Perez,,522773873,1997-01-11,2024-02-29,PREMIUM,307,Douglaschester,Wisconsin,ACTIVO,OFICINA
6517,,Davis,CC,118724228,2018-01-22,2024-02-25,BASICO,519,South Arthurfurt,Rhode Island,INACTIVO,WEB
6518,Danny,Williams,CE,816428774,1992-05-18,2024-06-16,ESTANDAR,401,South Zacharyberg,Tennessee,ACTIVO,WEB
6519,Crystal,Nelson,CC,850120778,2015-09-07,2024-07-23,BASICO,301,Lake Tannertown,Oregon,INACTIVO,WEB
6520,Madison,Marquez,CC,358436345,2001-01-11,2024-12-18,ELITE,789,Kyliehaven,Iowa,INACTIVO,OFICINA
6521,Sarah,Shannon,CC,583201594,2019-02-23,2024-09-15,ELITE,499,Edwardburgh,Georgia,INACTIVO,
6522,Cynthia,Freeman,CE,760677322,2001-02-03,2024-07-09,,325,South Nicole,Indiana,INACTIVO,
6523,Lisa,Buck,CC,507524666,1991-05-27,2024-02-24,PREMIUM,649,Adamschester,Idaho,INACTIVO,OFICINA
6524,Ronald,Crane,CC,286558702,2003-04-07,2024-12-05,PREMIUM,401,Port Angela,Nebraska,ACTIVO,WEB
6525,George,Kennedy,CC,456515049,2001-01-22,2024-10-10,ELITE,630,Port Bradleymouth,Vermont,ACTIVO,APP
6526,Douglas,Tate,CC,808368686,2014-04-27,2024-09-20,ELITE,671,Jenniferchester,Oklahoma,INACTIVO,OFICINA
6527,,Hansen,CC,630713182,2002-06-13,2024-09-15,ESTANDAR,496,,Indiana,ACTIVO,APP
6528,Katie,Rodriguez,CE,828269790,1989-10-18,2024-12-15,ESTANDAR,809,Port Melissashire,Maryland,ACTIVO,OFICINA
6529,Jennifer,Rodriguez,CC,389534285,1994-02-07,2024-03-29,ESTANDAR,329,,Michigan,INACTIVO,OFICINA
6530,Jennifer,Mora,CC,465594736,2013-03-31,2024-08-09,ELITE,598,Milesbury,South Dakota,ACTIVO,OFICINA
6531,Nicholas,Murray,CC,886945644,1975-04-28,2024-12-15,,432,Richardsonville,Wisconsin,ACTIVO,WEB
6532,Debra,Garcia,CC,928559721,2008-05-16,2024-03-29,ELITE,831,East Bonnie,Rhode Island,ACTIVO,
6533,Rachel,Carter,CC,909006936,1992-11-09,2024-02-28,ELITE,607,Rayberg,Louisiana,INACTIVO,WEB
6534,Victoria,Bonilla,CC,246783008,2002-03-04,2024-05-31,BASICO,320,Atkinsonstad,,ACTIVO,APP
6535,Daniel,Carlson,CC,805046624,1984-09-29,2024-01-28,,340,Sharonmouth,Hawaii,ACTIVO,OFICINA
6536,,Carney,CC,399153341,2015-07-23,2024-08-12,BASICO,797,,Washington,INACTIVO,WEB
6537,Alexis,Carter,CC,299376718,1995-04-23,2024-11-13,BASICO,771,Hilltown,Arizona,ACTIVO,WEB
6538,Sherry,Miller,CC,359557391,2014-07-22,2024-02-20,ESTANDAR,607,Maloneville,Iowa,INACTIVO,APP
6539,Kenneth,Brown,CE,556174123,1983-10-12,2024-09-19,,758,Haleychester,Virginia,ACTIVO,APP
6540,Keith,Munoz,CE,914761913,1987-02-22,2024-10-05,ELITE,813,North Matthewmouth,Illinois,INACTIVO,APP
6541,Michael,Hamilton,CE,131236471,1977-03-19,2024-02-15,ELITE,802,Aprilmouth,Virginia,INACTIVO,OFICINA
6542,Melissa,Beard,CE,361616005,1975-03-07,2024-11-29,ESTANDAR,343,Byrdmouth,Pennsylvania,INACTIVO,OFICINA
6543,Pamela,Morales,CC,950905707,1999-04-02,2024-04-15,ELITE,340,Griffinhaven,Connecticut,ACTIVO,APP
6544,Kyle,Schmitt,CE,868107736,1997-04-16,2024-10-10,BASICO,562,Lake Danielville,Missouri,INACTIVO,OFICINA
6545,Dana,Simpson,CE,361877134,2003-03-17,2024-01-24,PREMIUM,593,Curtisfurt,Maine,ACTIVO,WEB
6546,Brenda,Hill,CC,741350915,1990-05-02,2024-01-07,ESTANDAR,308,West Neilhaven,Florida,ACTIVO,WEB
6547,Tammy,Johnson,CE,528053303,1975-05-25,2024-11-30,PREMIUM,352,East Devin,Arkansas,,OFICINA
6548,Kenneth,Salas,,893340223,1988-07-16,2024-01-03,BASICO,427,Lake Barbara,North Dakota,ACTIVO,OFICINA
6549,David,Meyer,CC,196495811,1999-04-03,2024-09-14,PREMIUM,830,East Kaitlyn,Wyoming,INACTIVO,WEB
6550,Misty,Conner,CC,724831965,2005-03-15,2024-09-19,BASICO,824,West Sandratown,Louisiana,INACTIVO,WEB
6551,Katie,Flores,CC,451265185,2016-08-19,2024-04-30,PREMIUM,439,New Allison,Texas,,OFICINA
6552,Megan,Smith,CE,850116314,1996-12-02,2024-07-26,PREMIUM,531,Tinafort,California,ACTIVO,OFICINA
6553,Brenda,Palmer,CE,524305207,2010-01-31,2024-01-21,ELITE,387,Hernandezberg,Washington,INACTIVO,
6554,Andrew,Deleon,CC,306995435,2004-07-27,2024-05-19,PREMIUM,500,,Tennessee,ACTIVO,APP
6555,Jason,Hernandez,,141662694,2006-10-02,2024-10-06,BASICO,687,New Traceyville,Florida,ACTIVO,OFICINA
6556,Stacey,Morrow,CE,523330675,2016-01-02,2024-10-15,BASICO,660,North William,Tennessee,INACTIVO,WEB
6557,Valerie,Andrews,CC,701487880,2014-09-20,2024-07-24,BASICO,431,West Philipborough,Florida,INACTIVO,OFICINA
6558,Brooke,Butler,CE,112210878,1976-06-10,2024-02-12,ESTANDAR,476,New Cindymouth,Kentucky,ACTIVO,WEB
6559,Samuel,Leon,CC,409583720,1974-10-18,2024-12-03,BASICO,351,Ryanmouth,Massachusetts,ACTIVO,OFICINA
6560,Patrick,Carter,CC,322831815,2003-04-25,2024-04-27,ESTANDAR,845,Port Rhonda,Kansas,INACTIVO,OFICINA
6561,Sarah,Pratt,CE,437521485,1985-02-15,2024-01-05,BASICO,321,Haleymouth,South Carolina,INACTIVO,WEB
6562,Robert,,CC,925637536,2011-07-28,2024-07-25,,618,Joshuabury,Maine,,WEB
6563,,Hansen,CC,422524758,2018-05-22,2024-05-02,PREMIUM,467,Justinberg,Florida,ACTIVO,OFICINA
6564,Shawn,Chan,CC,216934676,2000-12-24,2024-11-22,PREMIUM,337,East Samanthatown,Florida,ACTIVO,WEB
6565,Tina,Green,CE,930463286,1977-05-26,2024-12-10,BASICO,672,Galvanchester,Oklahoma,INACTIVO,WEB
6566,Stephanie,Love,CC,422370123,1994-03-11,2024-05-21,ESTANDAR,726,West Kevin,Utah,ACTIVO,OFICINA
